id,lastpage,randnumber,v1f1,v1f2,v2f1,v2f2,v3f1,v3f2,v4f1,v4f2,v5f1,v5f2,v6f1,v6f2,v7f1,v7f2,v8f1,v8f2,konsq001,konsq002,konsq003,gender_1,gender_2,gender_3,age,edu1,edu2,edu3,edu4,edu5,edu6,edu7
289,24,3,,,,,N,AO01,,,,,,,,,,,,,Y,Y,,,60,,,,Y,,,
290,24,2,,,Y,AO06,,,,,,,,,,,,,,,Y,Y,,,57,,,,Y,,,
291,21,8,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,
292,24,8,,,,,,,,,,,,,,,Y,AO05,,,Y,Y,,,52,,,Y,,,,
293,24,6,,,,,,,,,,,N,AO04,,,,,,,Y,,,Y,65,,,,Y,,,
294,21,4,,,,,,,Y,AO06,,,,,,,,,Y,,,,,,,,,,,,,
295,24,3,,,,,N,AO02,,,,,,,,,,,,,Y,Y,,,24,,,Y,,,,
296,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,24,4,,,,,,,Y,AO07,,,,,,,,,,,Y,Y,,,65,,,Y,,,,
298,24,3,,,,,N,AO02,,,,,,,,,,,,,Y,,,Y,63,,,Y,,,,
299,24,1,Y,AO07,,,,,,,,,,,,,,,,,Y,Y,,,64,,Y,,,,,
300,24,1,Y,AO07,,,,,,,,,,,,,,,,,Y,,,Y,59,,,Y,,,,
301,24,1,N,AO01,,,,,,,,,,,,,,,,,Y,Y,,,61,,,,Y,,,
302,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,24,8,,,,,,,,,,,,,,,Y,AO06,,,Y,,,Y,37,,,,Y,,,
304,24,1,N,AO01,,,,,,,,,,,,,,,,,Y,Y,,,57,,Y,,,,,
305,24,4,,,,,,,Y,AO05,,,,,,,,,,,Y,,,Y,54,,Y,,,,,
306,24,3,,,,,Y,AO03,,,,,,,,,,,,,Y,,,Y,52,Y,,,,,,
307,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,24,8,,,,,,,,,,,,,,,Y,AO07,,,Y,Y,,,53,,Y,,,,,
309,24,7,,,,,,,,,,,,,N,AO03,,,,,Y,Y,,,58,,,,Y,,,
310,24,1,Y,AO07,,,,,,,,,,,,,,,,,Y,Y,,,54,,Y,,,,,
311,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,24,3,,,,,N,AO07,,,,,,,,,,,,,Y,Y,,,55,,,,Y,,,
313,24,8,,,,,,,,,,,,,,,N,AO04,,,Y,,,Y,37,,Y,,,,,
314,24,8,,,,,,,,,,,,,,,N,AO02,,,Y,,,Y,52,,Y,,,,,
315,24,6,,,,,,,,,,,Y,AO02,,,,,,,Y,,,Y,32,,,,Y,,,
316,24,4,,,,,,,Y,AO06,,,,,,,,,,,Y,Y,,,28,,,Y,,,,
317,24,4,,,,,,,Y,AO05,,,,,,,,,,,Y,,,Y,56,,Y,,,,,
318,24,4,,,,,,,Y,AO04,,,,,,,,,,,Y,Y,,,63,,Y,,,,,
319,24,8,,,,,,,,,,,,,,,N,AO03,,,Y,Y,,,60,,Y,,,,,
320,21,3,,,,,N,AO02,,,,,,,,,,,,Y,,,,,,,,,,,,
321,24,8,,,,,,,,,,,,,,,Y,AO06,,,Y,,,Y,61,,Y,,,,,
322,24,7,,,,,,,,,,,,,N,AO01,,,,,Y,Y,,,59,,Y,,,,,
323,24,5,,,,,,,,,Y,AO04,,,,,,,,,Y,Y,,,46,,Y,,,,,
324,24,1,N,AO01,,,,,,,,,,,,,,,,,Y,,,Y,20,,Y,,,,,
325,24,4,,,,,,,Y,AO05,,,,,,,,,,,Y,Y,,,37,,,,Y,,,
326,24,6,,,,,,,,,,,Y,AO04,,,,,,,Y,Y,,,33,,Y,,,,,
327,24,4,,,,,,,N,AO04,,,,,,,,,,,Y,Y,,,23,,Y,,,,,
328,24,2,,,N,AO02,,,,,,,,,,,,,,,Y,Y,,,34,,,,Y,,,
329,21,2,,,Y,AO07,,,,,,,,,,,,,,Y,,,,,,,,,,,,
330,24,1,Y,AO05,,,,,,,,,,,,,,,,,Y,Y,,,43,,,,Y,,,
331,24,5,,,,,,,,,N,AO01,,,,,,,,,Y,,,Y,37,,Y,,,,,
332,24,8,,,,,,,,,,,,,,,N,AO03,,,Y,,,Y,66,,,,Y,,,
333,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,24,5,,,,,,,,,Y,AO07,,,,,,,,,Y,,,Y,59,,,,,,,Y
336,21,8,,,,,,,,,,,,,,,Y,AO04,Y,,,,,,,,,,,,,
337,24,5,,,,,,,,,Y,AO07,,,,,,,,,Y,,,Y,62,,Y,,,,,
338,24,2,,,Y,AO05,,,,,,,,,,,,,,,Y,Y,,,68,,Y,,,,,
339,21,5,,,,,,,,,N,AO04,,,,,,,,Y,,,,,,,,,,,,
340,24,2,,,Y,AO05,,,,,,,,,,,,,,,Y,,,Y,62,,Y,,,,,
341,24,2,,,Y,AO08,,,,,,,,,,,,,,,Y,Y,,,46,,Y,,,,,
342,24,5,,,,,,,,,Y,AO06,,,,,,,,,Y,,,Y,69,,Y,,,,,
343,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,24,5,,,,,,,,,Y,AO06,,,,,,,,,Y,,,Y,72,,Y,,,,,
345,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,24,5,,,,,,,,,Y,AO07,,,,,,,,,Y,,,Y,34,,,Y,,,,
347,21,5,,,,,,,,,N,AO01,,,,,,,Y,,,,,,,,,,,,,
348,24,3,,,,,Y,AO05,,,,,,,,,,,,,Y,Y,,,68,,Y,,,,,
349,24,3,,,,,Y,AO07,,,,,,,,,,,,,Y,,,Y,69,,Y,,,,,
350,7,2,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,24,2,,,N,AO02,,,,,,,,,,,,,,,Y,,,Y,58,,,,Y,,,
352,24,1,Y,AO05,,,,,,,,,,,,,,,,,Y,Y,,,65,,,,Y,,,
353,21,2,,,Y,AO06,,,,,,,,,,,,,,Y,,,,,,,,,,,,
354,24,4,,,,,,,N,AO01,,,,,,,,,,,Y,,,Y,55,,,Y,,,,
355,24,1,N,AO01,,,,,,,,,,,,,,,,,Y,,,Y,62,,,,,Y,,
356,21,3,,,,,N,AO03,,,,,,,,,,,Y,,,,,,,,,,,,,
357,24,3,,,,,N,AO04,,,,,,,,,,,,,Y,,,Y,52,,Y,,,,,
358,24,5,,,,,,,,,Y,AO07,,,,,,,,,Y,Y,,,58,,,,Y,,,
359,24,3,,,,,N,AO05,,,,,,,,,,,,,Y,,,Y,44,,,Y,,,,
360,24,6,,,,,,,,,,,Y,AO07,,,,,,,Y,,,Y,56,,,Y,,,,
361,24,7,,,,,,,,,,,,,N,AO02,,,,,Y,Y,,,59,,Y,,,,,
362,24,4,,,,,,,Y,AO07,,,,,,,,,,,Y,Y,,,66,,Y,,,,,
363,21,3,,,,,Y,AO01,,,,,,,,,,,Y,,,,,,,,,,,,,
364,24,8,,,,,,,,,,,,,,,Y,AO07,,,Y,,,Y,47,,,,Y,,,
365,21,5,,,,,,,,,Y,AO07,,,,,,,Y,,,,,,,,,,,,,
366,21,4,,,,,,,Y,AO07,,,,,,,,,,Y,,,,,,,,,,,,
367,24,1,Y,AO06,,,,,,,,,,,,,,,,,Y,,,Y,54,,,,Y,,,
368,24,7,,,,,,,,,,,,,N,AO01,,,,,Y,Y,,,68,,,Y,,,,
369,24,4,,,,,,,Y,AO04,,,,,,,,,,,Y,,,Y,52,,,Y,,,,
370,24,4,,,,,,,Y,AO07,,,,,,,,,,,Y,Y,,,37,,,,Y,,,
371,21,1,N,AO04,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
372,24,6,,,,,,,,,,,Y,AO03,,,,,,,Y,Y,,,47,,,,Y,,,
373,21,4,,,,,,,Y,AO07,,,,,,,,,,Y,,,,,,,,,,,,
374,24,8,,,,,,,,,,,,,,,Y,AO03,,,Y,,,Y,59,,,,Y,,,
375,24,8,,,,,,,,,,,,,,,Y,AO04,,,Y,Y,,,52,,,,Y,,,
376,24,5,,,,,,,,,Y,AO06,,,,,,,,,Y,Y,,,55,,Y,,,,,
377,24,8,,,,,,,,,,,,,,,N,AO01,,,Y,,,Y,55,,Y,,,,,
378,24,2,,,N,AO02,,,,,,,,,,,,,,,Y,,,Y,60,,Y,,,,,
379,24,2,,,N,AO04,,,,,,,,,,,,,,,Y,,,Y,29,,,Y,,,,
380,24,5,,,,,,,,,Y,AO07,,,,,,,,,Y,,,Y,58,,Y,,,,,
381,24,2,,,N,AO02,,,,,,,,,,,,,,,Y,Y,,,70,,,,Y,,,
382,24,4,,,,,,,Y,AO06,,,,,,,,,,,Y,,,Y,43,,,Y,,,,
383,24,7,,,,,,,,,,,,,N,AO01,,,,,Y,Y,,,66,,,,Y,,,
384,24,1,Y,AO07,,,,,,,,,,,,,,,,,Y,,,Y,54,,Y,,,,,
385,24,2,,,N,AO03,,,,,,,,,,,,,,,Y,Y,,,35,,Y,,,,,
386,24,7,,,,,,,,,,,,,N,AO01,,,,,Y,,,Y,65,,,,Y,,,
387,7,2,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,24,2,,,N,AO02,,,,,,,,,,,,,,,Y,,,Y,54,,,Y,,,,
389,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,9,3,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,
391,24,6,,,,,,,,,,,N,AO02,,,,,,,Y,Y,,,61,,Y,,,,,
392,21,7,,,,,,,,,,,,,Y,AO03,,,,Y,,,,,,,,,,,,
393,24,7,,,,,,,,,,,,,N,AO01,,,,,Y,Y,,,60,,,Y,,,,
394,24,4,,,,,,,N,AO01,,,,,,,,,,,Y,,,Y,68,,,,,Y,,
395,21,6,,,,,,,,,,,Y,AO07,,,,,Y,,,,,,,,,,,,,
396,24,3,,,,,N,AO01,,,,,,,,,,,,,Y,,,Y,45,,,,Y,,,
397,24,1,Y,AO07,,,,,,,,,,,,,,,,,Y,,,Y,74,,,Y,,,,
398,24,6,,,,,,,,,,,N,AO01,,,,,,,Y,Y,,,59,,Y,,,,,
399,24,4,,,,,,,Y,AO07,,,,,,,,,,,Y,Y,,,47,,,Y,,,,
400,24,6,,,,,,,,,,,Y,AO05,,,,,,,Y,Y,,,56,,Y,,,,,
401,24,3,,,,,Y,AO05,,,,,,,,,,,,,Y,Y,,,65,,Y,,,,,
402,21,4,,,,,,,Y,AO05,,,,,,,,,,Y,,,,,,,,,,,,
403,24,2,,,Y,AO08,,,,,,,,,,,,,,,Y,Y,,,62,,Y,,,,,
404,24,1,Y,AO04,,,,,,,,,,,,,,,,,Y,,,Y,73,,,Y,,,,
405,24,1,N,AO01,,,,,,,,,,,,,,,,,Y,,,Y,62,,,,Y,,,
406,24,6,,,,,,,,,,,N,AO02,,,,,,,Y,,,Y,45,,,,Y,,,
407,24,8,,,,,,,,,,,,,,,Y,AO05,,,Y,Y,,,20,,,Y,,,,
408,24,1,Y,AO07,,,,,,,,,,,,,,,,,Y,,,Y,65,,,,Y,,,
409,24,7,,,,,,,,,,,,,N,AO01,,,,,Y,Y,,,58,,Y,,,,,
410,24,8,,,,,,,,,,,,,,,Y,AO05,,,Y,Y,,,28,,,Y,,,,
411,24,6,,,,,,,,,,,Y,AO02,,,,,,,Y,Y,,,25,,Y,,,,,
412,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,24,3,,,,,N,AO01,,,,,,,,,,,,,Y,Y,,,62,,Y,,,,,
414,24,8,,,,,,,,,,,,,,,N,AO03,,,Y,,,Y,39,,,Y,,,,
415,24,5,,,,,,,,,Y,AO05,,,,,,,,,Y,Y,,,50,,Y,,,,,
416,24,8,,,,,,,,,,,,,,,Y,AO07,,,Y,,,Y,51,,Y,,,,,
417,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,21,4,,,,,,,N,AO01,,,,,,,,,Y,,,,,,,,,,,,,
419,24,3,,,,,N,AO04,,,,,,,,,,,,,Y,Y,,,40,,,,Y,,,
420,24,5,,,,,,,,,Y,AO04,,,,,,,,,Y,,,Y,43,,Y,,,,,
421,24,7,,,,,,,,,,,,,N,AO03,,,,,Y,Y,,,27,,Y,,,,,
422,24,7,,,,,,,,,,,,,N,AO01,,,,,Y,,,Y,66,,,,Y,,,
423,15,6,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,
424,24,6,,,,,,,,,,,Y,AO07,,,,,,,Y,,,Y,45,,Y,,,,,
425,24,3,,,,,N,AO01,,,,,,,,,,,,,Y,,,Y,64,,Y,,,,,
426,24,7,,,,,,,,,,,,,N,AO02,,,,,Y,Y,,,32,,,,Y,,,
427,24,6,,,,,,,,,,,N,AO03,,,,,,,Y,,,Y,48,,,,Y,,,
428,24,4,,,,,,,Y,AO05,,,,,,,,,,,Y,,,Y,50,,Y,,,,,
429,21,3,,,,,Y,AO03,,,,,,,,,,,Y,,,,,,,,,,,,,
430,24,6,,,,,,,,,,,N,AO03,,,,,,,Y,Y,,,22,,,,Y,,,
431,24,6,,,,,,,,,,,N,AO02,,,,,,,Y,Y,,,29,,,Y,,,,
432,24,7,,,,,,,,,,,,,N,AO01,,,,,Y,Y,,,28,,,Y,,,,
433,24,2,,,N,AO02,,,,,,,,,,,,,,,Y,Y,,,63,,,Y,,,,
434,24,7,,,,,,,,,,,,,N,AO01,,,,,Y,Y,,,71,,Y,,,,,
435,24,2,,,Y,AO06,,,,,,,,,,,,,,,Y,Y,,,40,,,,Y,,,
436,24,2,,,Y,AO06,,,,,,,,,,,,,,,Y,,,Y,63,,Y,,,,,
437,24,3,,,,,N,AO01,,,,,,,,,,,,,Y,Y,,,58,,,,Y,,,
438,24,4,,,,,,,N,AO01,,,,,,,,,,,Y,,,Y,42,,,,Y,,,
439,24,8,,,,,,,,,,,,,,,Y,AO06,,,Y,,,Y,52,,,,Y,,,
440,17,7,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
441,21,4,,,,,,,N,AO04,,,,,,,,,Y,,,,,,,,,,,,,
442,24,1,Y,AO05,,,,,,,,,,,,,,,,,Y,Y,,,25,,,,Y,,,
443,24,3,,,,,N,AO01,,,,,,,,,,,,,Y,,,Y,44,,,,Y,,,
444,24,3,,,,,N,AO04,,,,,,,,,,,,,Y,Y,,,69,,,Y,,,,
445,24,4,,,,,,,N,AO02,,,,,,,,,,,Y,,,Y,34,,,,,,,Y
446,21,4,,,,,,,N,AO01,,,,,,,,,Y,,,,,,,,,,,,,
447,24,4,,,,,,,N,AO04,,,,,,,,,,,Y,Y,,,43,,Y,,,,,
448,24,2,,,Y,AO06,,,,,,,,,,,,,,,Y,,,Y,59,,Y,,,,,
449,24,2,,,N,AO02,,,,,,,,,,,,,,,Y,,,Y,52,,,Y,,,,
450,24,8,,,,,,,,,,,,,,,Y,AO07,,,Y,,,Y,41,,,Y,,,,
451,24,5,,,,,,,,,Y,AO05,,,,,,,,,Y,Y,,,34,,,Y,,,,
452,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,21,1,N,AO06,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,
454,24,2,,,N,AO02,,,,,,,,,,,,,,,Y,Y,,,69,,,,Y,,,
455,24,3,,,,,N,AO01,,,,,,,,,,,,,Y,,,Y,71,,Y,,,,,
456,24,4,,,,,,,N,AO01,,,,,,,,,,,Y,Y,,,61,,,,,Y,,
457,24,3,,,,,N,AO02,,,,,,,,,,,,,Y,,,Y,45,,Y,,,,,
458,21,1,Y,AO03,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
459,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,21,1,N,AO02,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
461,24,4,,,,,,,Y,AO07,,,,,,,,,,,Y,Y,,,66,,Y,,,,,
462,24,1,Y,AO07,,,,,,,,,,,,,,,,,Y,,,Y,69,,Y,,,,,
463,24,5,,,,,,,,,Y,AO05,,,,,,,,,Y,Y,,,62,,Y,,,,,
464,24,3,,,,,N,AO03,,,,,,,,,,,,,Y,,,Y,35,,,Y,,,,
465,24,8,,,,,,,,,,,,,,,Y,AO07,,,Y,,,Y,55,,Y,,,,,
466,24,8,,,,,,,,,,,,,,,Y,AO07,,,Y,,,Y,67,Y,,,,,,
467,24,8,,,,,,,,,,,,,,,Y,AO06,,,Y,Y,,,25,,,,Y,,,
468,24,3,,,,,N,AO07,,,,,,,,,,,,,Y,Y,,,62,,Y,,,,,
469,24,8,,,,,,,,,,,,,,,Y,AO04,,,Y,Y,,,56,,Y,,,,,
470,21,1,N,AO06,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,
471,24,1,N,AO03,,,,,,,,,,,,,,,,,Y,Y,,,39,,,Y,,,,
472,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,24,8,,,,,,,,,,,,,,,N,AO01,,,Y,Y,,,53,,Y,,,,,
474,24,1,Y,AO07,,,,,,,,,,,,,,,,,Y,,,Y,73,,Y,,,,,
475,24,3,,,,,Y,AO05,,,,,,,,,,,,,Y,,,Y,58,,Y,,,,,
476,21,7,,,,,,,,,,,,,N,AO04,,,,,Y,,,,,,,,,,,
477,24,7,,,,,,,,,,,,,N,AO01,,,,,Y,Y,,,64,,,,Y,,,
478,24,4,,,,,,,Y,AO05,,,,,,,,,,,Y,,,Y,39,,,,Y,,,
479,24,7,,,,,,,,,,,,,Y,AO04,,,,,Y,,,Y,44,,Y,,,,,
480,21,5,,,,,,,,,Y,AO05,,,,,,,,Y,,,,,,,,,,,,
481,24,5,,,,,,,,,Y,AO07,,,,,,,,,Y,Y,,,29,,,Y,,,,
482,24,3,,,,,Y,AO05,,,,,,,,,,,,,Y,,,Y,41,,,Y,,,,
483,24,4,,,,,,,Y,AO04,,,,,,,,,,,Y,,,Y,61,,,,Y,,,
484,24,4,,,,,,,N,AO01,,,,,,,,,,,Y,,,Y,29,,,Y,,,,
485,24,1,Y,AO07,,,,,,,,,,,,,,,,,Y,,,Y,71,,Y,,,,,
486,24,8,,,,,,,,,,,,,,,Y,AO07,,,Y,Y,,,68,,,Y,,,,
487,24,8,,,,,,,,,,,,,,,Y,AO07,,,Y,Y,,,58,,,Y,,,,
488,24,2,,,N,AO02,,,,,,,,,,,,,,,Y,Y,,,52,,Y,,,,,
489,24,3,,,,,Y,AO05,,,,,,,,,,,,,Y,Y,,,38,,,,,,,Y
490,24,6,,,,,,,,,,,Y,AO04,,,,,,,Y,Y,,,74,,,,Y,,,
491,24,8,,,,,,,,,,,,,,,Y,AO05,,,Y,,,Y,56,,Y,,,,,
492,24,4,,,,,,,Y,AO04,,,,,,,,,,,Y,Y,,,42,,,,Y,,,
493,24,6,,,,,,,,,,,N,AO01,,,,,,,Y,,,Y,56,,Y,,,,,
494,21,4,,,,,,,N,AO06,,,,,,,,,,Y,,,,,,,,,,,,
495,24,7,,,,,,,,,,,,,Y,AO05,,,,,Y,,,Y,57,,,,,Y,,
496,24,4,,,,,,,Y,AO06,,,,,,,,,,,Y,Y,,,53,,Y,,,,,
497,24,8,,,,,,,,,,,,,,,Y,AO05,,,Y,Y,,,68,,,,Y,,,
498,24,3,,,,,N,AO03,,,,,,,,,,,,,Y,Y,,,50,,Y,,,,,
499,24,4,,,,,,,N,AO01,,,,,,,,,,,Y,Y,,,46,,,,Y,,,
500,24,3,,,,,Y,AO06,,,,,,,,,,,,,Y,Y,,,40,,,Y,,,,
501,21,3,,,,,Y,AO07,,,,,,,,,,,Y,,,,,,,,,,,,,
502,24,5,,,,,,,,,Y,AO05,,,,,,,,,Y,Y,,,68,,Y,,,,,
503,24,4,,,,,,,Y,AO04,,,,,,,,,,,Y,,,Y,39,,Y,,,,,
504,24,2,,,N,AO03,,,,,,,,,,,,,,,Y,Y,,,28,,Y,,,,,
505,24,5,,,,,,,,,Y,AO05,,,,,,,,,Y,,,Y,73,,Y,,,,,
506,24,2,,,N,AO02,,,,,,,,,,,,,,,Y,,,Y,62,,,Y,,,,
507,24,2,,,Y,AO08,,,,,,,,,,,,,,,Y,Y,,,46,,Y,,,,,
508,24,8,,,,,,,,,,,,,,,Y,AO06,,,Y,Y,,,46,,,,Y,,,
509,24,6,,,,,,,,,,,Y,AO07,,,,,,,Y,Y,,,50,,,Y,,,,
510,24,6,,,,,,,,,,,N,AO02,,,,,,,Y,,,Y,51,,Y,,,,,
511,24,8,,,,,,,,,,,,,,,N,AO02,,,Y,,,Y,59,,,Y,,,,
512,24,6,,,,,,,,,,,Y,AO07,,,,,,,Y,,,Y,58,,Y,,,,,
513,24,6,,,,,,,,,,,Y,AO04,,,,,,,Y,,,Y,40,,,,Y,,,
514,24,3,,,,,Y,AO06,,,,,,,,,,,,,Y,,,Y,61,,Y,,,,,
515,24,8,,,,,,,,,,,,,,,N,AO03,,,Y,,,Y,33,,,,,Y,,
516,21,2,,,Y,AO04,,,,,,,,,,,,,,,Y,,,,,,,,,,,
517,21,8,,,,,,,,,,,,,,,N,AO03,,,Y,,,,,,,,,,,
518,21,7,,,,,,,,,,,,,N,AO01,,,,,Y,,,,,,,,,,,
519,21,1,Y,AO07,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,
520,21,1,Y,AO07,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,
521,21,3,,,,,N,AO04,,,,,,,,,,,,Y,,,,,,,,,,,,
522,21,3,,,,,Y,AO04,,,,,,,,,,,,,Y,,,,,,,,,,,
523,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,21,5,,,,,,,,,Y,AO07,,,,,,,,,Y,,,,,,,,,,,
525,21,6,,,,,,,,,,,N,AO02,,,,,,,Y,,,,,,,,,,,
526,21,6,,,,,,,,,,,N,AO01,,,,,,,Y,,,,,,,,,,,
527,21,6,,,,,,,,,,,N,AO04,,,,,Y,,,,,,,,,,,,,
528,21,8,,,,,,,,,,,,,,,N,AO03,,,Y,,,,,,,,,,,
529,21,8,,,,,,,,,,,,,,,Y,AO04,,,Y,,,,,,,,,,,
530,21,2,,,Y,AO08,,,,,,,,,,,,,,,Y,,,,,,,,,,,
531,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,21,7,,,,,,,,,,,,,N,AO01,,,,Y,,,,,,,,,,,,
533,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,15,6,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,
535,21,4,,,,,,,N,AO02,,,,,,,,,,,Y,,,,,,,,,,,
536,21,3,,,,,N,AO01,,,,,,,,,,,,,Y,,,,,,,,,,,
537,21,3,,,,,Y,AO06,,,,,,,,,,,,,Y,,,,,,,,,,,
538,21,3,,,,,N,AO03,,,,,,,,,,,,,Y,,,,,,,,,,,
539,21,4,,,,,,,N,AO01,,,,,,,,,,,Y,,,,,,,,,,,
540,21,8,,,,,,,,,,,,,,,N,AO01,,,Y,,,,,,,,,,,
541,21,3,,,,,N,AO01,,,,,,,,,,,,,Y,,,,,,,,,,,
542,21,2,,,N,AO06,,,,,,,,,,,,,,,Y,,,,,,,,,,,
543,21,3,,,,,N,AO04,,,,,,,,,,,Y,,,,,,,,,,,,,
544,21,7,,,,,,,,,,,,,N,AO02,,,,,Y,,,,,,,,,,,
545,21,8,,,,,,,,,,,,,,,N,AO04,,,Y,,,,,,,,,,,
546,21,4,,,,,,,Y,AO01,,,,,,,,,,,Y,,,,,,,,,,,
547,21,5,,,,,,,,,Y,AO06,,,,,,,,,Y,,,,,,,,,,,
548,21,2,,,N,AO02,,,,,,,,,,,,,,,Y,,,,,,,,,,,
549,21,5,,,,,,,,,Y,AO06,,,,,,,,,Y,,,,,,,,,,,
550,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,21,6,,,,,,,,,,,N,AO01,,,,,,,Y,,,,,,,,,,,
552,21,6,,,,,,,,,,,N,AO01,,,,,,,Y,,,,,,,,,,,
553,21,5,,,,,,,,,Y,AO05,,,,,,,,,Y,,,,,,,,,,,
554,21,8,,,,,,,,,,,,,,,N,AO01,,,Y,,,,,,,,,,,
555,21,4,,,,,,,Y,AO06,,,,,,,,,,,Y,,,,,,,,,,,
556,21,1,Y,AO06,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,
557,21,3,,,,,N,AO01,,,,,,,,,,,,,Y,,,,,,,,,,,
558,21,8,,,,,,,,,,,,,,,N,AO03,,,Y,,,,,,,,,,,
559,21,5,,,,,,,,,Y,AO07,,,,,,,,,Y,,,,,,,,,,,
560,21,2,,,Y,AO08,,,,,,,,,,,,,,,Y,,,,,,,,,,,
561,21,5,,,,,,,,,N,AO02,,,,,,,,,Y,,,,,,,,,,,
562,21,4,,,,,,,N,AO01,,,,,,,,,,,Y,,,,,,,,,,,
563,21,1,N,AO01,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,
564,21,6,,,,,,,,,,,N,AO03,,,,,,,Y,,,,,,,,,,,
565,21,8,,,,,,,,,,,,,,,N,AO03,Y,,,,,,,,,,,,,
566,21,1,N,AO01,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,
567,21,3,,,,,N,AO03,,,,,,,,,,,,,Y,,,,,,,,,,,
568,21,5,,,,,,,,,Y,AO04,,,,,,,,,Y,,,,,,,,,,,
569,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,21,3,,,,,Y,AO04,,,,,,,,,,,,,Y,,,,,,,,,,,
571,21,2,,,N,AO03,,,,,,,,,,,,,,,Y,,,,,,,,,,,
