id,lastpage,randnumber,benani1,benani2sq001,benani3,bebuni1,bebuni2sq001,bebuni3,beinni1,beinni2sq001,beinni3,benage1,benage2sq001,benage3,bebuge1,bebuge2sq001,bebuge3,beinge1,beinge2sq001,beinge3,frenani1,frenani2sq001,frenani3,frebuni1,frebuni2sq001,frebuni3,freinni1,freinni2sq001,freinni3,frenage1,frenage2sq001,frenage3,frebuge1,frebuge2sq001,frebuge3,freinge1,freinge2sq001,freinge3,ctrl,age,gen1,gen2,gen3,gen4,edu1,edu2,edu3,edu4,edu5,edu6,edu7,edu8,edu10,org1,org2,org3,org4
336,45,1,Y,AO04,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,29,Y,,,,,,,Y,,,,,Y,Y,,,
337,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,3,41,,,Y,,,,,Y,,,,,,Y,,,
338,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO03,N,3,54,Y,,,,,Y,,,,,,,,,,Y,
339,45,2,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,66,Y,,,,,,,,,,,,Y,Y,,,
340,45,9,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO03,Y,,,,,,,,,,3,58,Y,,,,,Y,,,,,,,,Y,,,
341,45,3,,,,,,,N,AO04,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,50,,,Y,,,,Y,,,,,,,,,Y,
342,45,9,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,Y,,,,,,,,,,3,69,,,Y,,,,,Y,,,,,,,,Y,
343,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,45,4,,,,,,,,,,N,AO04,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,59,,,Y,,,,,,,,,,Y,Y,,,
346,45,7,,,,,,,,,,,,,,,,,,,Y,AO04,Y,,,,,,,,,,,,,,,,3,38,Y,,,,,,,Y,,,,,,,,Y,
347,45,7,,,,,,,,,,,,,,,,,,,N,AO06,N,,,,,,,,,,,,,,,,3,63,Y,,,,,,,,,,,,Y,,,Y,
348,45,2,,,,Y,AO04,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,47,,,Y,,,,Y,,,,,,,,,Y,
349,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,3,51,,,Y,,,Y,,,,,,,Y,,,Y,
350,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,45,6,,,,,,,,,,,,,,,,Y,AO04,Y,,,,,,,,,,,,,,,,,,,3,29,Y,,,,,,,,,,Y,,,Y,,,
352,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO05,Y,,,,3,54,Y,,,,,,Y,,,,,,,Y,,,
354,45,4,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,57,,,Y,,,Y,,,,,,,,,,Y,
355,45,4,,,,,,,,,,N,AO04,N,,,,,,,,,,,,,,,,,,,,,,,,,3,46,Y,,,,,,,,,,,,Y,Y,,,
356,41,6,,,,,,,,,,,,,,,,Y,AO04,Y,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
357,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,Y,,,,,,,3,53,,,Y,,,,,Y,,,,,,,,Y,
358,45,4,,,,,,,,,,N,AO05,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,44,,,Y,,,Y,,,,,,,,,,Y,
359,45,6,,,,,,,,,,,,,,,,N,AO03,Y,,,,,,,,,,,,,,,,,,,3,43,,,Y,,,,Y,,,,,,,,,Y,
360,45,9,,,,,,,,,,,,,,,,,,,,,,,,,N,AO06,N,,,,,,,,,,3,42,,,Y,,,,Y,,,,,,,,,,Y
361,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO02,N,,,,3,42,,,Y,,,,,Y,,,,,,,Y,,
362,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,3,41,Y,,,,,,,Y,,,,,,Y,,,
363,45,7,,,,,,,,,,,,,,,,,,,Y,AO05,Y,,,,,,,,,,,,,,,,3,61,Y,,,,,,Y,,,,,,,,,Y,
364,45,4,,,,,,,,,,Y,AO01,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,47,,,Y,,,Y,,,,,,,Y,,,Y,
365,45,5,,,,,,,,,,,,,Y,AO04,Y,,,,,,,,,,,,,,,,,,,,,,3,58,,,Y,,,,Y,,,,,,,Y,,,
366,41,6,,,,,,,,,,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
367,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO03,Y,,,,,,,,,,,,,3,71,Y,,,,,Y,,,,,,,,Y,,,
368,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,3,71,Y,,,,,,,,,,,,Y,,,Y,
369,45,7,,,,,,,,,,,,,,,,,,,Y,AO04,Y,,,,,,,,,,,,,,,,3,73,Y,,,,,Y,,,,,,,,,,Y,
370,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,3,59,Y,,,,,,,,,,,,Y,,,Y,
371,45,5,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,3,60,Y,,,,,,Y,,,,,,,,,Y,
372,45,5,,,,,,,,,,,,,Y,AO02,Y,,,,,,,,,,,,,,,,,,,,,,3,34,,,Y,,,,,,,,,,Y,Y,,,
373,41,5,,,,,,,,,,,,,N,AO04,Y,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
374,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO05,Y,3,63,,,Y,,,,Y,,,,,,,,,Y,
375,28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,45,3,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,37,Y,,,,,,,,,,,,Y,Y,,,
377,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,Y,,,,,,,3,60,,,Y,,,,Y,,,,,,,,,Y,
378,45,3,,,,,,,N,AO02,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,66,,,Y,,,,,Y,,,,,,Y,,,
379,45,9,,,,,,,,,,,,,,,,,,,,,,,,,N,AO02,N,,,,,,,,,,3,62,,,Y,,,,Y,,,,,,,,,Y,
380,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO03,Y,3,38,Y,,,,,,Y,,,,,,Y,,,Y,
381,45,9,,,,,,,,,,,,,,,,,,,,,,,,,N,AO07,N,,,,,,,,,,3,57,,,Y,,,Y,,,,,,,,,,Y,
382,45,4,,,,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,31,Y,,,,,,,,,,Y,,Y,Y,,,
383,45,2,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,63,Y,,,,,Y,,,,,,,,,,Y,
384,41,1,Y,AO03,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
385,41,6,,,,,,,,,,,,,,,,N,AO01,N,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
386,45,1,N,AO01,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,35,,,Y,,,,,,,,Y,,,Y,Y,,
387,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO06,N,,,,3,70,Y,,,,,,,,,,,,Y,,,Y,
388,45,4,,,,,,,,,,Y,AO04,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,69,Y,,,,,,,,,,,,Y,Y,,,
389,45,3,,,,,,,N,AO05,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,,,Y,,,,,Y,,,,,,,Y,,
390,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO03,Y,3,41,,,Y,,,,Y,,,,,,Y,Y,,,
391,45,6,,,,,,,,,,,,,,,,N,AO06,Y,,,,,,,,,,,,,,,,,,,3,58,Y,,,,,,Y,,,,,,,,Y,,
392,45,2,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,67,Y,,,,,Y,,,,,,,,,,Y,
393,45,5,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,3,67,,,Y,,,,Y,,,,,,,,,Y,
394,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,3,32,,,Y,,,,,,Y,,,,,,,Y,
395,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO05,Y,,,,3,55,,,Y,,,,,Y,,,,,,,Y,,
396,45,5,,,,,,,,,,,,,N,AO07,N,,,,,,,,,,,,,,,,,,,,,,3,38,Y,,,,,Y,,,,,,,,,,Y,
397,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,45,3,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,58,,,Y,,,,Y,,,,,,,,,Y,
399,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,3,59,,,Y,,,Y,,,,,,,Y,,,Y,
400,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO05,Y,,,,,,,,,,,,,3,33,,,Y,,,,,,,,,,Y,Y,,,
401,45,7,,,,,,,,,,,,,,,,,,,Y,AO04,Y,,,,,,,,,,,,,,,,3,39,,,Y,,,,,Y,,,,,,Y,,,
402,45,1,N,AO05,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48,,,Y,,,Y,,,,,,,,,,Y,
403,45,3,,,,,,,N,AO03,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,56,Y,,,,,,,Y,,,,,,,Y,,
404,45,4,,,,,,,,,,N,AO04,N,,,,,,,,,,,,,,,,,,,,,,,,,3,67,,,Y,,,,,,Y,,,,Y,,,Y,
405,45,7,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,3,62,,,Y,,,,,Y,,,,,,Y,,,
406,45,9,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,3,62,Y,,,,,,,Y,,,,,,Y,,,
407,45,2,,,,N,AO04,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,41,Y,,,,,,Y,,,,,,,Y,,,
408,45,9,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO05,N,,,,,,,,,,3,41,,,Y,,,Y,,,,,,,,,,Y,
409,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,Y,3,56,Y,,,,,Y,,,,,,,Y,Y,,,
410,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO06,Y,3,67,Y,,,,,,,Y,,,,,,,,Y,
412,45,1,Y,AO05,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,37,Y,,,,,Y,,,,,,,,Y,,,
413,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,45,4,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,51,Y,,,,,Y,,,,,,,,,,,Y
415,45,5,,,,,,,,,,,,,Y,AO04,N,,,,,,,,,,,,,,,,,,,,,,3,35,Y,,,,,,,,,,Y,,,,,Y,
416,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO04,Y,,,,,,,,,,,,,3,27,Y,,,,,Y,,,,,,,,Y,,,
418,45,1,N,AO04,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,54,Y,,,,,Y,,,,,,,,,,Y,
419,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO06,N,,,,,,,3,68,Y,,,,,,,,,,,,Y,,,Y,
420,45,3,,,,,,,N,AO03,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31,,,Y,,,,,Y,,,,,,,,Y,
421,45,5,,,,,,,,,,,,,N,AO01,Y,,,,,,,,,,,,,,,,,,,,,,3,42,Y,,,,,,Y,,,,,,,,,Y,
422,45,9,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,Y,,,,,,,,,,3,51,,,Y,,,Y,,,,,,Y,,,,Y,
423,45,8,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,,,,,,,,,,,,,3,48,,,Y,,,,Y,,,,,,,,,Y,
424,45,3,,,,,,,N,AO01,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,62,Y,,,,,,,,,,,,Y,,,Y,
425,45,5,,,,,,,,,,,,,N,AO04,N,,,,,,,,,,,,,,,,,,,,,,3,38,Y,,,,,,,,,,,,Y,,,Y,
426,45,5,,,,,,,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,3,61,,,Y,,,,Y,,,,,,,,,Y,
427,45,8,,,,,,,,,,,,,,,,,,,,,,N,AO06,Y,,,,,,,,,,,,,3,36,Y,,,,,Y,,,,,,,Y,,,Y,
428,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO07,Y,3,70,,,Y,,,Y,,,,,,,,,,Y,
429,45,2,,,,Y,AO04,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,56,Y,,,,,Y,,,,,,,,,,,Y
430,45,6,,,,,,,,,,,,,,,,N,AO07,N,,,,,,,,,,,,,,,,,,,3,58,Y,,,,,Y,,,,,,,,,,Y,
431,45,3,,,,,,,N,AO04,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,53,Y,,,,,,,,,,,,Y,Y,,,
432,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO06,Y,,,,3,49,Y,,,,,,,,,,,,Y,Y,Y,,
433,45,9,,,,,,,,,,,,,,,,,,,,,,,,,N,AO06,N,,,,,,,,,,3,44,Y,,,,,,,Y,,,,,,Y,,,
434,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,3,48,,,Y,,,,Y,,,,,,,,,Y,
435,45,1,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,Y,,,,,,Y,,,,,,,,,Y,
436,41,7,,,,,,,,,,,,,,,,,,,Y,AO03,Y,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
437,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO05,Y,,,,3,51,,,Y,,,,,Y,,,,,,,,Y,
438,45,7,,,,,,,,,,,,,,,,,,,Y,AO05,Y,,,,,,,,,,,,,,,,3,43,Y,,,,,,,Y,,,,,,Y,,,
439,45,4,,,,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,30,Y,,,,,Y,,,,,,,,,,Y,
440,45,9,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO03,Y,,,,,,,,,,3,26,Y,,,,,,,Y,,,,,,,,Y,
441,45,7,,,,,,,,,,,,,,,,,,,Y,AO07,N,,,,,,,,,,,,,,,,3,52,,,Y,,,Y,,,,,,,,,,Y,
442,45,4,,,,,,,,,,Y,AO05,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,Y,,,,,,,,Y,,,Y,,,
443,45,5,,,,,,,,,,,,,N,AO06,Y,,,,,,,,,,,,,,,,,,,,,,3,60,Y,,,,,Y,,,,,,,,,,Y,
444,45,3,,,,,,,Y,AO01,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,,,Y,,,,,,,,Y,,,Y,,,
445,45,1,N,AO01,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,Y,,,,,Y,,,,,,,,Y,,,
446,45,8,,,,,,,,,,,,,,,,,,,,,,N,AO07,Y,,,,,,,,,,,,,3,42,Y,,,,,,,Y,,,,,,,,Y,
447,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO05,Y,3,44,Y,,,,,,,Y,,,,,Y,,,Y,
448,45,7,,,,,,,,,,,,,,,,,,,Y,AO04,Y,,,,,,,,,,,,,,,,3,73,,,Y,,,,Y,,,,,,,,Y,,
449,45,2,,,,N,AO03,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,70,Y,,,,,,,Y,,,,,,,,Y,
450,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,3,29,Y,,,,,Y,,,,,,,,,,,Y
451,45,5,,,,,,,,,,,,,Y,AO05,Y,,,,,,,,,,,,,,,,,,,,,,3,42,,,Y,,,,,Y,,,,,,Y,,,
452,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,Y,3,38,,,Y,,,,,,,,Y,,,Y,,,
454,45,7,,,,,,,,,,,,,,,,,,,Y,AO05,Y,,,,,,,,,,,,,,,,3,62,Y,,,,,,,,,,,,Y,,,Y,
455,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO07,N,,,,3,55,,,Y,,,Y,,,,,,,,,,Y,
456,45,9,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,,,,,,,,,,3,57,Y,,,,,,Y,,,,,,,,,Y,
457,45,3,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,42,,,Y,,,Y,,,,,,,,Y,,,
458,45,1,N,AO05,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,45,,,Y,,,,Y,,,,,,,Y,,,
459,45,4,,,,,,,,,,Y,AO02,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,64,,,Y,,,,,Y,,,,,,,,,Y
460,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO01,N,,,,3,37,,,Y,,,Y,,,,,,,,,,Y,
461,39,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,,,,,,,,,,,,,,,,,,,,
462,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO05,Y,,,,,,,,,,,,,3,38,Y,,,,,,,Y,,,,,,Y,,,
463,45,9,,,,,,,,,,,,,,,,,,,,,,,,,N,AO05,Y,,,,,,,,,,3,62,Y,,,,,Y,,,,,,,,,,Y,
464,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,41,6,,,,,,,,,,,,,,,,N,AO01,N,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
466,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,45,2,,,,N,AO02,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31,,,Y,,,Y,,,,,,,,,,Y,
468,45,2,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,67,,,Y,,,,,Y,,,,,,,,Y,
469,45,1,Y,AO04,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,54,,,Y,,,,,,,,,,Y,Y,,,
470,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO04,Y,,,,,,,3,69,Y,,,,,Y,,,,,,,,,,Y,
471,20,6,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,45,9,,,,,,,,,,,,,,,,,,,,,,,,,N,AO03,N,,,,,,,,,,3,33,,,Y,,,,Y,,,,,,,,,Y,
473,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO03,N,,,,,,,3,38,,,Y,,,Y,,,,,,,,Y,,,
474,45,1,Y,AO01,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,58,Y,,,,,Y,,,,,,,Y,Y,,,
475,45,3,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,67,,,Y,,,,,Y,,,,,,Y,,,
476,41,6,,,,,,,,,,,,,,,,N,AO04,N,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
477,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,3,19,Y,,,,,,,Y,,,,,,Y,,,
478,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO06,Y,,,,,,,,,,,,,3,51,,,Y,,,,,,,,,,Y,,,Y,
479,45,5,,,,,,,,,,,,,N,AO05,N,,,,,,,,,,,,,,,,,,,,,,3,43,,,Y,,,Y,,,,,,,Y,,,,Y
480,45,9,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,3,32,Y,,,,,Y,,,,,,,,Y,,,
481,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO06,Y,3,27,,,Y,,,,,,Y,,,,,Y,,,
483,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO04,N,,,,3,28,,,Y,,,Y,,,,,,,,Y,,,
484,45,7,,,,,,,,,,,,,,,,,,,Y,AO04,N,,,,,,,,,,,,,,,,3,51,Y,,,,,,,,,,,,Y,Y,,,
485,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO05,Y,3,52,Y,,,,,Y,,,,,,,Y,Y,,,
486,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,45,9,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO02,Y,,,,,,,,,,3,70,,,Y,,,,,Y,,,,,,Y,,,
488,45,5,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,3,50,Y,,,,,,,,,,,,Y,,,Y,
489,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO01,Y,,,,,,,,,,,,,3,56,,,Y,,,Y,,,,,,,,,,Y,
490,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,3,27,,,Y,,,,,,,,Y,,,,,Y,
491,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,3,51,Y,,,,,,,Y,,,,,,Y,,,
492,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,Y,,,,3,35,,,Y,,,,,Y,,,,,,Y,,,
493,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO05,N,,,,,,,,,,,,,3,55,,,Y,,,,,,,,,,Y,,,Y,
494,45,5,,,,,,,,,,,,,Y,AO03,Y,,,,,,,,,,,,,,,,,,,,,,3,46,,,Y,,,,,,,,,,Y,,,,Y
495,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO02,N,3,41,Y,,,,,Y,,,,,,,,Y,,,
496,45,6,,,,,,,,,,,,,,,,N,AO03,Y,,,,,,,,,,,,,,,,,,,3,69,,,Y,,,,Y,,,,,,Y,Y,,,
497,45,4,,,,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,35,,,Y,,,,Y,,,,,,,,Y,,
498,45,6,,,,,,,,,,,,,,,,N,AO04,Y,,,,,,,,,,,,,,,,,,,3,70,,,Y,,,Y,,,,,,,,,,Y,
499,45,3,,,,,,,Y,AO07,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,42,Y,,,,,Y,,,,,,,,Y,,,
500,45,4,,,,,,,,,,N,AO01,N,,,,,,,,,,,,,,,,,,,,,,,,,3,68,,,Y,,,Y,,,,,,,,,,Y,
501,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO03,Y,,,,,,,3,28,Y,,,,,,,Y,,,,,,Y,,,
502,45,5,,,,,,,,,,,,,N,AO02,Y,,,,,,,,,,,,,,,,,,,,,,3,58,Y,,,,,,Y,,,,,,,,Y,,
503,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO06,Y,3,63,,,Y,,,Y,,,,,,,,,,Y,
504,45,9,,,,,,,,,,,,,,,,,,,,,,,,,N,AO01,Y,,,,,,,,,,3,52,,,Y,,,Y,,,,,,,Y,Y,,,
505,45,4,,,,,,,,,,N,AO06,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,52,Y,,,,,,,,,,,,Y,Y,,,
506,45,6,,,,,,,,,,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,3,20,Y,,,,,,Y,,,,Y,,,Y,,,
507,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO01,N,,,,3,72,,,Y,,,Y,,,,,,,,,Y,Y,
508,45,6,,,,,,,,,,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,3,69,Y,,,,,Y,,,,,,,,Y,,,
509,45,5,,,,,,,,,,,,,N,AO01,N,,,,,,,,,,,,,,,,,,,,,,3,57,Y,,,,,,Y,,,,,,,Y,,,
510,45,6,,,,,,,,,,,,,,,,N,AO07,N,,,,,,,,,,,,,,,,,,,3,45,,,Y,,,Y,,,,,,,,,,Y,
511,45,9,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO05,Y,,,,,,,,,,3,34,,,Y,,,,,Y,,,,,,Y,,,
512,45,7,,,,,,,,,,,,,,,,,,,Y,AO05,Y,,,,,,,,,,,,,,,,3,19,,,Y,,,Y,,,,,,,,,,Y,
513,45,3,,,,,,,N,AO07,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,46,Y,,,,,,,,,,,,Y,,,Y,
514,41,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,,,,,,,2,,,,,,,,,,,,,,,,,,
515,45,2,,,,N,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,64,Y,,,,,,,,,,,,Y,,Y,,
516,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO04,Y,,,,,,,,,,,,,3,33,Y,,,,,,Y,,,,,,,,,Y,
517,45,7,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,3,67,,,Y,,,,,,Y,,,,,,,Y,
518,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,Y,,,,3,40,Y,,,,,Y,,,,,,,,,,Y,
519,45,5,,,,,,,,,,,,,Y,AO04,N,,,,,,,,,,,,,,,,,,,,,,3,54,Y,,,,,,,Y,,,,,,Y,,,
520,12,3,,,,,,,Y,AO01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
